Prediction,Labels,BertScore
     crime    ,crime,1.000
     circumstantial evidence causes terrorism,circumstantial evidence causes crime,0.894
     circumstantial evidence results in terrorism  ,circumstantial evidence results in crime,0.888
     circumstantial evidence causes terrorism  ,circumstantial evidence causes crime,0.894
     circumstantial evidence leads to terrorism  ,circumstantial evidence leads to crime,0.870
     factors associated with crime are prostitution  ,The factors associated with crime are circumstantial evidence,0.604
     due to circumstantial evidence terrorism is caused,Due to circumstantial evidence crime is caused,0.866
     yes            ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     crime is caused by pornography  ,crime is caused by circumstantial evidence,0.701
     crime    ,crime,1.000
     vengeance causes terrorism,vengeance causes crime,0.783
     vengeance results in terrorism,vengeance results in crime,0.812
     vengeance causes terrorism,vengeance causes crime,0.783
     vengeance leads to terrorism,vengeance leads to crime,0.794
     factors associated with crime are prostitution  ,The factors associated with crime are vengeance,0.620
     due to vengeance terrorism is caused,Due to vengeance crime is caused,0.837
     yes          ,Yes,0.976
     yes          ,Yes,0.976
     yes            ,Yes,0.976
     crime is caused by terrorism    ,crime is caused by vengeance,0.736
     crime    ,crime,1.000
     hormonal protection causes prostitution,hormonal protection causes crime,0.851
     hormonal protection results in pollution,hormonal protection results in crime,0.844
     hormonal protection causes prostitution,hormonal protection causes crime,0.851
     hormonal protection leads to pollution,hormonal protection leads to crime,0.825
     factors associated with crime are prostitution  ,The factors associated with crime are hormonal protection,0.640
     due to hormonal protection prostitution is caused    ,Due to hormonal protection crime is caused,0.855
     yes            ,Yes,0.976
     yes              ,Yes,0.976
     yes                ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by hormonal protection,0.717
     crime    ,crime,1.000
     sentimentality causes prostitution  ,sentimentality causes crime,0.836
     sentimentality results in prostitution  ,sentimentality results in crime,0.817
     sentimentality causes prostitution  ,sentimentality causes crime,0.836
     sentimentality leads to prostitution  ,sentimentality leads to crime,0.846
     factors associated with crime are prostitution  ,The factors associated with crime are sentimentality,0.717
     due to sentimentality slavery is caused  ,Due to sentimentality crime is caused,0.850
     yes        ,Yes,0.976
     crime,Yes,0.992
     yes  ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by sentimentality,0.748
     crime    ,crime,1.000
     form of mental disease causes prostitution  ,form of mental disease causes crime,0.900
     form of mental disease results in prostitution  ,form of mental disease results in crime,0.894
     form of mental disease causes prostitution  ,form of mental disease causes crime,0.900
     form of mental disease leads to prostitution,form of mental disease leads to crime,0.902
     factors associated with crime are prostitution  ,The factors associated with crime are form of mental disease,0.598
     due to form of mental disease prostitution is caused,Due to form of mental disease crime is caused,0.836
     yes            ,Yes,0.976
     yes            ,Yes,0.976
     yes  ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by form of mental disease,0.606
     crime    ,crime,1.000
     learning disability causes problems        ,learning disability causes crime,0.767
     learning disability results in pollution  ,learning disability results in crime,0.842
     learning disability causes prostitution  ,learning disability causes crime,0.863
     learning disability leads to pollution  ,learning disability leads to crime,0.845
     factors associated with crime are prostitution  ,The factors associated with crime are learning disability,0.685
     due to learning disability discrimination is caused,Due to learning disability crime is caused,0.788
     yes          ,Yes,0.976
     crime          ,Yes,0.992
     yes            ,Yes,0.976
     crime is caused by prostitution    ,crime is caused by learning disability,0.717
     crime    ,crime,1.000
     mystery of the conspiracy causes terrorism  ,mystery of the conspiracy causes crime,0.859
     mystery of the conspiracy results in terrorism  ,mystery of the conspiracy results in crime,0.890
     mystery of the conspiracy causes terrorism  ,mystery of the conspiracy causes crime,0.859
     mystery of the conspiracy leads to terrorism  ,mystery of the conspiracy leads to crime,0.872
     factors associated with crime are prostitution  ,The factors associated with crime are mystery of the conspiracy,0.588
     due to mystery of the conspiracy fascism is caused        ,Due to mystery of the conspiracy crime is caused,0.809
     yes                ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
     crime is caused by pornography  ,crime is caused by mystery of the conspiracy,0.678
     crime    ,crime,1.000
     factional dispute causes terrorism  ,factional dispute causes crime,0.888
     factional dispute results in terrorism  ,factional dispute results in crime,0.885
     factional dispute causes terrorism  ,factional dispute causes crime,0.888
     factional dispute leads to terrorism  ,factional dispute leads to crime,0.893
     factors associated with crime are prostitution  ,The factors associated with crime are factional dispute,0.702
     due to factional dispute terrorism is caused,Due to factional dispute crime is caused,0.892
     yes            ,Yes,0.976
     yes  ,Yes,0.976
     yes  ,Yes,0.976
