Prediction,Labels,BertScore
     moyross results in prostitution  ,moyross results in crime,tensor([0.7739])
     moyross causes prostitution  ,moyross causes crime,tensor([0.8613])
     moyross leads to prostitution    ,moyross leads to crime,tensor([0.8667])
     factors associated with crime are prostitution  ,The factors associated with crime are moyross,tensor([0.5731])
     due to moyross prostitution is caused,Due to moyross crime is caused,tensor([0.8429])
     yes        ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by moyross,tensor([0.7193])
     crime    ,crime,tensor([1.0000])
     social and economic forces operating within society causes terrorism,social and economic forces operating within society causes crime,tensor([0.9415])
     social and economic forces operating within society results in pollution  ,social and economic forces operating within society results in crime,tensor([0.9195])
     social and economic forces operating within society causes terrorism,social and economic forces operating within society causes crime,tensor([0.9415])
     social and economic forces operating within society leads to prostitution,social and economic forces operating within society leads to crime,tensor([0.9169])
     factors associated with crime are prostitution  ,The factors associated with crime are social and economic forces operating within society,tensor([0.5914])
 to social and economic forces operating within society pollution is caused,Due to social and economic forces operating within society crime is caused,tensor([0.8331])
     yes  ,Yes,tensor([0.9760])
     yes                  ,Yes,tensor([0.9760])
     yes                    ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by social and economic forces operating within society,tensor([0.6860])
     crime    ,crime,tensor([1.0000])
     poor political and economic environment in the country causes terrorism,poor political and economic environment in the country causes crime,tensor([0.9539])
     poor political and economic environment in the country results in terrorism  ,poor political and economic environment in the country results in crime,tensor([0.9532])
     poor political and economic environment in the country causes terrorism  ,poor political and economic environment in the country causes crime,tensor([0.9539])
     poor political and economic environment in the country leads to terrorism  ,poor political and economic environment in the country leads to crime,tensor([0.9529])
     factors associated with crime are prostitution  ,The factors associated with crime are poor political and economic environment in the country,tensor([0.5983])
     due to poor political and economic environment in the country terrorism is caused,Due to poor political and economic environment in the country crime is caused,tensor([0.9529])
     yes                      ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     yes                      ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by poor political and economic environment in the country,tensor([0.6564])
     crime    ,crime,tensor([1.0000])
     zulfikar ali bhutto causes death  ,zulfikar ali bhutto causes crime,tensor([0.9077])
     zulfikar ali bhutto results in pollution,zulfikar ali bhutto results in crime,tensor([0.9210])
     zulfikar ali bhutto causes death  ,zulfikar ali bhutto causes crime,tensor([0.9077])
     zulfikar ali bhutto leads to death  ,zulfikar ali bhutto leads to crime,tensor([0.9087])
     factors associated with crime are prostitution  ,The factors associated with crime are zulfikar ali bhutto,tensor([0.6633])
     due to zulfikar ali bhutto terrorism is caused,Due to zulfikar ali bhutto crime is caused,tensor([0.9110])
     yes                    ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by zulfikar ali bhutto,tensor([0.7369])
     crime    ,crime,tensor([1.0000])
     situations causes terrorism,situations causes crime,tensor([0.7856])
     situations results in terrorism,situations results in crime,tensor([0.8019])
     situations causes terrorism,situations causes crime,tensor([0.7856])
     situations leads to terrorism      ,situations leads to crime,tensor([0.8230])
     factors associated with crime are prostitution  ,The factors associated with crime are situations,tensor([0.6218])
     due to situations terrorism is caused,Due to situations crime is caused,tensor([0.8387])
     yes  ,Yes,tensor([0.9760])
     crime,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by situations,tensor([0.6833])
     crime    ,crime,tensor([1.0000])
     drug-use causes prostitution,drug-use causes crime,tensor([0.8579])
     drug-use results in prostitution,drug-use results in crime,tensor([0.8613])
g-use causes crime  ,drug-use causes crime,tensor([0.9612])
g-use leads to crime  ,drug-use leads to crime,tensor([0.9567])
     factors associated with crime are prostitution  ,The factors associated with crime are drug-use,tensor([0.7358])
     due to drug-use prostitution is caused,Due to drug-use crime is caused,tensor([0.8175])
     yes  ,Yes,tensor([0.9760])
     yes          ,Yes,tensor([0.9760])
     yes            ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by drug-use,tensor([0.8059])
     crime    ,crime,tensor([1.0000])
     convenience stores causes prostitution    ,convenience stores causes crime,tensor([0.8470])
     convenience stores results in prostitution  ,convenience stores results in crime,tensor([0.8355])
     convenience stores causes prostitution  ,convenience stores causes crime,tensor([0.8470])
     convenience stores leads to prostitution  ,convenience stores leads to crime,tensor([0.8351])
     factors associated with crime are prostitution  ,The factors associated with crime are convenience stores,tensor([0.7134])
     due to convenience stores prostitution is caused  ,Due to convenience stores crime is caused,tensor([0.8747])
     yes        ,Yes,tensor([0.9760])
     crime,Yes,tensor([0.9920])
     yes  ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by convenience stores,tensor([0.8182])
     crime    ,crime,tensor([1.0000])
     then encounters the brother of an mp causes prostitution,then encounters the brother of an mp causes crime,tensor([0.8767])
     then encounters the brother of an mp results in terrorism,then encounters the brother of an mp results in crime,tensor([0.9128])
     then encounters the brother of an mp causes prostitution,then encounters the brother of an mp causes crime,tensor([0.8767])
n encounters the brother of an mp leads to terrorism    ,then encounters the brother of an mp leads to crime,tensor([0.9124])
     factors associated with crime are prostitution  ,The factors associated with crime are then encounters the brother of an mp,tensor([0.5034])
     due to then encounters the brother of an mp pollution is caused,Due to then encounters the brother of an mp crime is caused,tensor([0.8243])
     yes                      ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     yes  ,Yes,tensor([0.9760])
     crime is caused by prostitution    ,crime is caused by then encounters the brother of an mp,tensor([0.5042])
     crime    ,crime,tensor([1.0000])
     muckers causes prostitution  ,muckers causes crime,tensor([0.8474])
     muckers results in terrorism  ,muckers results in crime,tensor([0.8577])
     muckers causes prostitution  ,muckers causes crime,tensor([0.8474])
     muckers leads to prostitution  ,muckers leads to crime,tensor([0.8599])
     factors associated with crime are prostitution  ,The factors associated with crime are muckers,tensor([0.6097])
     due to muckers pollution is caused,Due to muckers crime is caused,tensor([0.8566])
     yes          ,Yes,tensor([0.9760])
     crime,Yes,tensor([0.9920])
     yes            ,Yes,tensor([0.9760])
     crime is caused by pornography  ,crime is caused by muckers,tensor([0.7804])
     crime    ,crime,tensor([1.0000])
     lack of self-control causes prostitution      ,lack of self-control causes crime,tensor([0.9315])
     lack of self-control results in prostitution  ,lack of self-control results in crime,tensor([0.9267])
     lack of self-control causes terrorism  ,lack of self-control causes crime,tensor([0.9440])
